ESV,text,Parallel,version,verse_text,toCheck
Exodus 35.22,"So they came, both men and women. All who were of a willing heart brought brooches and earrings and signet rings and armlets, all sorts of gold objects, every man dedicating an offering of gold to the LORD.",Exodus 35.22,Vulgate,"Exodus 35.22 viri cum mulieribus præbuerunt, armillas et inaures, annulos et dextralia: omne vas aureum in donaria Domini separatum est.",False
Exodus 35.27,"And the leaders brought onyx stones and stones to be set, for the ephod and for the breastpiece,",Exodus 35.27,Vulgate,"Exodus 35.27 Principes vero obtulerunt lapides onychinos, et gemmas ad superhumerale et rationale,",False
Exodus 35.35,"He has filled them with skill to do every sort of work done by an engraver or by a designer or by an embroiderer in blue and purple and scarlet yarns and fine twined linen, or by a weaver- by any sort of workman or skilled designer.",Exodus 35.35,Vulgate,"Exodus 35.35 ambos erudivit sapientia, ut faciant opera abietarii, polymitarii, ac plumarii, de hyacintho ac purpura, coccoque bis tincto, et bysso, et texant omnia, ac nova quæque reperiant.",False
Exodus 36.4,"so that all the craftsmen who were doing every sort of task on the sanctuary came, each from the task that he was doing,",Exodus 36.4,Vulgate,"Exodus 36.4 Unde artifices venire compulsi,",False
Exodus 36.7,"for the material they had was sufficient to do all the work, and more.",Exodus 36.7,Vulgate,Exodus 36.7 eo quod oblata sufficerent et superabundarent.,False
Exodus 36.9,"The length of each curtain was twenty-eight cubits, and the breadth of each curtain four cubits. All the curtains were the same size.",Exodus 36.9,Vulgate,"Exodus 36.9 quarum una habebat in longitudine viginti octo cubitos, et in latitudine quatuor; una mensura erat omnium cortinarum.",False
Exodus 36.11,He made loops of blue on the edge of the outermost curtain of the first set. Likewise he made them on the edge of the outermost curtain of the second set.,Exodus 36.11,Vulgate,"Exodus 36.11 Fecit et ansas hyacinthinas in ora cortinæ unius ex utroque latere, et in ora cortinæ alterius similiter,",False
Exodus 36.13,"And he made fifty clasps of gold, and coupled the curtains one to the other with clasps. So the tabernacle was a single whole.",Exodus 36.13,Vulgate,"Exodus 36.13 Unde et quinquaginta fudit circulos aureos, qui morderent cortinarum ansas, et fieret unum tabernaculum.",False
Exodus 36.14,He also made curtains of goats' hair for a tent over the tabernacle. He made eleven curtains.,Exodus 36.14,Vulgate,Exodus 36.14 Fecit et saga undecim de pilis caprarum ad operiendum tectum tabernaculi:,False
Exodus 36.15,"The length of each curtain was thirty cubits, and the breadth of each curtain four cubits. The eleven curtains were the same size.",Exodus 36.15,Vulgate,"Exodus 36.15 unum sagum in longitudine habebat cubitos triginta, et in latitudine cubitos quatuor: unius mensuræ erant omnia saga:",False
Exodus 36.17,"And he made fifty loops on the edge of the outermost curtain of the one set, and fifty loops on the edge of the other connecting curtain.",Exodus 36.17,Vulgate,"Exodus 36.17 Fecitque ansas quinquaginta in ora sagi unius, et quinquaginta in ora sagi alterius, ut sibi invicem jungerentur.",False
Exodus 36.24,"And he made forty bases of silver under the twenty frames, two bases under one frame for its two tenons, and two bases under the next frame for its two tenons.",Exodus 36.24,Vulgate,"Exodus 36.24 cum quadraginta basibus argenteis. Duæ bases sub una tabula ponebantur ex utraque parte angulorum, ubi incastraturæ laterum in angulis terminantur.",False
Exodus 36.25,"For the second side of the tabernacle, on the north side, he made twenty frames",Exodus 36.25,Vulgate,"Exodus 36.25 Ad plagam quoque tabernaculi, quæ respicit ad aquilonem, fecit viginti tabulas,",False
Exodus 36.26,"and their forty bases of silver, two bases under one frame and two bases under the next frame.",Exodus 36.26,Vulgate,"Exodus 36.26 cum quadraginta basibus argenteis, duas bases per singulas tabulas.",False
Exodus 36.28,He made two frames for corners of the tabernacle in the rear.,Exodus 36.28,Vulgate,Exodus 36.28 et duas alias per singulos angulos tabernaculi retro:,False
Exodus 36.32,"and five bars for the frames of the other side of the tabernacle, and five bars for the frames of the tabernacle at the rear westward.",Exodus 36.32,Vulgate,"Exodus 36.32 et quinque alios ad alterius lateris coaptandas tabulas: et extra hos, quinque alios vectes ad occidentalem plagam tabernaculi contra mare.",False
Exodus 36.33,And he made the middle bar to run from end to end halfway up the frames.,Exodus 36.33,Vulgate,"Exodus 36.33 Fecit quoque vectem alium, qui per medias tabulas ab angulo usque ad angulum perveniret.",False
Exodus 36.34,"And he overlaid the frames with gold, and made their rings of gold for holders for the bars, and overlaid the bars with gold.",Exodus 36.34,Vulgate,"Exodus 36.34 Ipsa autem tabulata deauravit, fusis basibus earum argenteis. Et circulos eorum fecit aureos, per quos vectes induci possent: quos et ipsos laminis aureis operuit.",False
Exodus 36.35,He made the veil of blue and purple and scarlet yarns and fine twined linen; with cherubim skillfully worked into it he made it.,Exodus 36.35,Vulgate,"Exodus 36.35 Fecit et velum de hyacintho, et purpura, vermiculo, ac bysso retorta, opere polymitario, varium atque distinctum:",False
Exodus 37.4,And he made poles of acacia wood and overlaid them with gold,Exodus 37.4,Vulgate,"Exodus 37.4 Vectes quoque fecit de lignis setim, quos vestivit auro,",False
Exodus 37.9,"The cherubim spread out their wings above, overshadowing the mercy seat with their wings, with their faces one to another; toward the mercy seat were the faces of the cherubim.",Exodus 37.9,Vulgate,"Exodus 37.9 extendentes alas, et tegentes propitiatorium, seque mutuo et illud respicientes.",False
Exodus 37.14,"Close to the frame were the rings, as holders for the poles to carry the table.",Exodus 37.14,Vulgate,"Exodus 37.14 contra coronam: misitque in eos vectes, ut possit mensa portari.",False
Exodus 37.18,"And there were six branches going out of its sides, three branches of the lampstand out of one side of it and three branches of the lampstand out of the other side of it;",Exodus 37.18,Vulgate,"Exodus 37.18 sex in utroque latere, tres calami ex parte una, et tres ex altera:",False
Exodus 37.20,"And on the lampstand itself were four cups made like almond blossoms, with their calyxes and flowers,",Exodus 37.20,Vulgate,"Exodus 37.20 In ipso autem vecte erant quatuor scyphi in nucis modum, sphærulæque per singulos simul et lilia:",False
Exodus 37.21,and a calyx of one piece with it under each pair of the six branches going out of it.,Exodus 37.21,Vulgate,"Exodus 37.21 et sphærulæ sub duobus calamis per loca tria, qui simul sex fiunt calami procedentes de vecte uno.",False
Exodus 37.24,He made it and all its utensils out of a talent of pure gold.,Exodus 37.24,Vulgate,Exodus 37.24 Talentum auri appendebat candelabrum cum omnibus vasis suis.,False
Exodus 37.26,"He overlaid it with pure gold, its top and around its sides and its horns. And he made a molding of gold around it,",Exodus 37.26,Vulgate,Exodus 37.26 Vestivitque illud auro purissimo cum craticula ac parietibus et cornibus.,False
Exodus 38.2,"He made horns for it on its four corners. Its horns were of one piece with it, and he overlaid it with bronze.",Exodus 38.2,Vulgate,"Exodus 38.2 cujus cornua de angulis procedebant, operuitque illum laminis æneis.",False
Exodus 38.7,"And he put the poles through the rings on the sides of the altar to carry it with them. He made it hollow, with boards.",Exodus 38.7,Vulgate,"Exodus 38.7 induxitque in circulos, qui in lateribus altaris eminebant. Ipsum autem altare non erat solidum, sed cavum ex tabulis, et intus vacuum.",False
Exodus 38.10,"their twenty pillars and their twenty bases were of bronze, but the hooks of the pillars and their fillets were of silver.",Exodus 38.10,Vulgate,"Exodus 38.10 columnæ æneæ viginti cum basibus suis, capita columnarum, et tota operis cælatura, argentea.",False
Exodus 38.11,"And for the north side there were hangings of a hundred cubits, their twenty pillars, their twenty bases were of bronze, but the hooks of the pillars and their fillets were of silver.",Exodus 38.11,Vulgate,"Exodus 38.11 Æque ad septentrionalem plagam tentoria columnæ, basesque et capita columnarum ejusdem mensuræ, et operis ac metalli, erant.",False
Exodus 38.12,"And for the west side were hangings of fifty cubits, their ten pillars, and their ten bases; the hooks of the pillars and their fillets were of silver.",Exodus 38.12,Vulgate,"Exodus 38.12 In ea vero plaga, quæ ad occidentem respicit, fuerunt tentoria cubitorum quinquaginta, columnæ decem cum basibus suis æneæ, et capita columnarum, et tota operis cælatura, argentea.",False
Exodus 38.13,"And for the front to the east, fifty cubits.",Exodus 38.13,Vulgate,Exodus 38.13 Porro contra orientem quinquaginta cubitorum paravit tentoria:,False
Exodus 38.20,And all the pegs for the tabernacle and for the court all around were of bronze.,Exodus 38.20,Vulgate,Exodus 38.20 Paxillos quoque tabernaculi et atrii per gyrum fecit æneos.,False
Exodus 38.25,"The silver from those of the congregation who were recorded was a hundred talents and 1,775 shekels, by the shekel of the sanctuary:",Exodus 38.25,Vulgate,"Exodus 38.25 Oblatum est autem ab his qui transierunt ad numerum a viginti annis et supra, de sexcentis tribus millibus et quingentis quinquaginta armatorum.",False
Exodus 39.3,"And they hammered out gold leaf, and he cut it into threads to work into the blue and purple and the scarlet yarns, and into the fine twined linen, in skilled design.",Exodus 39.3,Vulgate,"Exodus 39.3 opere polymitario: inciditque bracteas aureas, et extenuavit in fila, ut possent torqueri cum priorum colorum subtegmine,",False
Exodus 39.4,"They made for the ephod attaching shoulder pieces, joined to it at its two edges.",Exodus 39.4,Vulgate,"Exodus 39.4 duasque oras sibi invicem copulatas in utroque latere summitatum,",False
Exodus 39.5,"And the skillfully woven band on it was of one piece with it and made like it, of gold, blue and purple and scarlet yarns, and fine twined linen, as the LORD had commanded Moses.",Exodus 39.5,Vulgate,"Exodus 39.5 et balteum ex eisdem coloribus, sicut præceperat Dominus Moysi.",False
Exodus 39.9,"It was square. They made the breastpiece doubled, a span its length and a span its breadth when doubled.",Exodus 39.9,Vulgate,"Exodus 39.9 quadrangulum, duplex, mensuræ palmi.",False
Exodus 39.15,"And they made on the breastpiece twisted chains like cords, of pure gold.",Exodus 39.15,Vulgate,"Exodus 39.15 Fecerunt in rationali et catenulas sibi invicem cohærentes, de auro purissimo:",False
Exodus 39.16,"And they made two settings of gold filigree and two gold rings, and put the two rings on the two edges of the breastpiece.",Exodus 39.16,Vulgate,"Exodus 39.16 et duos uncinos, totidemque annulos aureos. Porro annulos posuerunt in utroque latere rationalis,",False
Exodus 39.17,And they put the two cords of gold in the two rings at the edges of the breastpiece.,Exodus 39.17,Vulgate,"Exodus 39.17 e quibus penderent duæ catenæ aureæ, quas inseruerunt uncinis, qui in superhumeralis angulis eminebant.",False
Exodus 39.20,"And they made two rings of gold, and attached them in front to the lower part of the two shoulder pieces of the ephod, at its seam above the skillfully woven band of the ephod.",Exodus 39.20,Vulgate,"Exodus 39.20 Feceruntque quoque tunicam superhumeralis totam hyacinthinam,",False
Exodus 39.23,"and the opening of the robe in it was like the opening in a garment, with a binding around the opening, so that it might not tear.",Exodus 39.23,Vulgate,"Exodus 39.23 et tintinnabula de auro purissimo, quæ posuerunt inter malogranata, in extrema parte tunicæ per gyrum:",False
Exodus 39.25,"They also made bells of pure gold, and put the bells between the pomegranates all around the hem of the robe, between the pomegranates",Exodus 39.25,Vulgate,Exodus 39.25 Fecerunt et tunicas byssinas opere textili Aaron et filiis ejus:,False
Exodus 39.26,"a bell and a pomegranate, a bell and a pomegranate around the hem of the robe for ministering, as the LORD had commanded Moses.",Exodus 39.26,Vulgate,Exodus 39.26 et mitras cum coronulis suis ex bysso:,False
Exodus 39.28,"and the turban of fine linen, and the caps of fine linen, and the linen undergarments of fine twined linen,",Exodus 39.28,Vulgate,"Exodus 39.28 cingulum vero de bysso retorta, hyacintho, purpura, ac vermiculo bis tincto, arte plumaria, sicut præceperat Dominus Moysi.",False
Exodus 39.29,"and the sash of fine twined linen and of blue and purple and scarlet yarns, embroidered with needlework, as the LORD had commanded Moses.",Exodus 39.29,Vulgate,"Exodus 39.29 Fecerunt et laminam sacræ venerationis de auro purissimo, scripseruntque in ea opere gemmario, Sanctum Domini:",False
Exodus 39.30,"They made the plate of the holy crown of pure gold, and wrote on it an inscription, like the engraving of a signet, ""Holy to the LORD.""",Exodus 39.30,Vulgate,"Exodus 39.30 et strinxerunt eam cum mitra vitta hyacinthina, sicut præceperat Dominus Moysi.",False
Exodus 39.31,"And they tied to it a cord of blue to fasten it on the turban above, as the LORD had commanded Moses.",Exodus 39.31,Vulgate,Exodus 39.31 Perfectum est igitur omne opus tabernaculi et tecti testimonii: feceruntque filii Israël cuncta quæ præceperat Dominus Moysi.,False
Exodus 39.35,the ark of the testimony with its poles and the mercy seat;,Exodus 39.35,Vulgate,Exodus 39.35 mensam cum vasis suis et propositionis panibus;,False
Exodus 39.36,"the table with all its utensils, and the bread of the Presence;",Exodus 39.36,Vulgate,"Exodus 39.36 candelabrum, lucernas, et utensilia earum cum oleo;",False
Exodus 39.38,"the golden altar, the anointing oil and the fragrant incense, and the screen for the entrance of the tent;",Exodus 39.38,Vulgate,Exodus 39.38 et tentorium in introitu tabernaculi;,False
