verse_id,text,verse_text,prediction,DS_prediction,match,correction,length_disparity
2 Esdras 13.28 (AKJV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","And that he helde neither sword, nor any instrument of warre, but that the rushing in of him destroyed the whole multitude that came to subdue him, this is the interpretation.",FALSE,FALSE,TRUE,,FALSE
Mark 7.13 (ODRV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae",defeating the Word of God for your owne tradition which you haue giuen forth. And many other things of this sort you doe.,FALSE,FALSE,TRUE,,FALSE
Wisdom 15.9 (AKJV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","Notwithstanding his care is, not that hee shall haue much labour, nor that his life is short: but striueth to excel goldsmiths, and siluersmiths, and endeuoureth to doe like the workers in brasse, and counteth it his glory to make counterfeit things.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 4.19 (AKJV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","This vngracious Iason sent speciall messengers from Ierusalem, who were Antiochians, to carie three hundred drachmes of siluer to the sacrifice of Hercules, which euen the bearers therof thought fit not to bestow vpon the sacrifice, because it was not conuenient, but to be reserued for other charges.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 8.11 (AKJV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","Wherefore immediatly he sent to the cities vpon the sea coast, proclaiming a sale of the captiue Iewes, and promising that they should haue fourescore and ten bodies for one talent, not expecting the vengeance that was to follow vpon him from the Almighty God.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 9.4 (AKJV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","Then swelling with anger, hee thought to auenge vpon the Iewes the disgrace done vnto him by those that made him flie. Therfore commanded he his chariot man to driue without ceasing, and to dispatch the iourney, the iudgement of God now following him. For he had spoken proudly in this sort, &thorn; he would come to Ierusalem, & make it a common burying place of &thorn; Iewes.",TRUE,FALSE,FALSE,FALSE,FALSE
Ezekiel 17.7 (AKJV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","There was also an other great eagle, with great wings and many feathers, and behold, this Uine did bend her rootes towards him, and shot forth her branches toward him, that hee might water it by the furrowes of her plantation.",FALSE,FALSE,TRUE,,FALSE
2 Esdras 4.19 (AKJV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","I answered and said, Uerily it is a foolish thought that they both haue deuised: for the ground is giuen vnto the wood, and the sea also hath his place to beare his floods.",FALSE,FALSE,TRUE,,FALSE
Letter of Jeremiah 1.63 (AKJV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","And the fire sent from aboue to consume hilles and woods, doth as it is commanded: but these are like vnto them neither in shew, nor power.",FALSE,TRUE,FALSE,FALSE,FALSE
Ecclesiasticus 23.11 (Douay-Rheims),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,","For as a slave daily put to the question, is never without a blue mark: so every one that sweareth, and nameth, shall not be wholly pure from sin.",TRUE,FALSE,FALSE,FALSE,FALSE
Numbers 24.13 (AKJV),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,","If Balak would give mee his house full of siluer and gold, I cannot goe beyond the commandement of the Lord, to doe either good or bad of mine owne mind? But what the Lord saith, that will I speake.",TRUE,FALSE,FALSE,FALSE,FALSE
Hebrews 7.18 (Tyndale),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,",Then the commaundment that went a fore is disanulled because of hir weaknes and vnproffitablenes.,TRUE,FALSE,FALSE,FALSE,FALSE
Baruch 6.62 (ODRV),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,","The fyre also being sent from aboue to consume mountaines, and woodes, doeth that which is commanded it. But these neither in shapes, nor in vertues are like to one of them.",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 41.19 (AKJV),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,","And of theft in regard of the place where thou soiournest, and in regard of the trueth of God and his couenant, and to leane with thine elbow vpon the meate, and of scorning to giue and take:",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 4.27 (AKJV),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,",And cannot comprehend the things that are promised to the righteous in time to come: for this world is ful of vnrighteousnesse and infirmities.,TRUE,FALSE,FALSE,FALSE,FALSE
Galatians 3.17 (ODRV),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,","And this I say, the testament being confirmed of God, the Law which was made after foure hundred and thirtie yeares, maketh not void to frustrate the promise.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 2.4 (AKJV),"in so much, that when Saule came after himselfe, and hearing the Prophets, as they did, the Spirite came vpon him likewise, and hee prophecied too, where-vpon it was said:","It was also contained in the same writing, that the Prophet being warned of God, commanded the Tabernacle, and the Arke to goe with him, as he went forth into the mountaine, where Moises climed vp, and sawe the heritage of God.",TRUE,FALSE,FALSE,FALSE,FALSE
1 Maccabees 6.8 (AKJV),"in so much, that when Saule came after himselfe, and hearing the Prophets, as they did, the Spirite came vpon him likewise, and hee prophecied too, where-vpon it was said:","Now when the king heard these words, he was astonished, and sore moued, whereupon hee laide him downe vpon his bedde, and fell sicke for griefe, because it had not befallen him, as hee looked for.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 5.18 (AKJV),"in so much, that when Saule came after himselfe, and hearing the Prophets, as they did, the Spirite came vpon him likewise, and hee prophecied too, where-vpon it was said:","For had they not beene formerly wrapped in many sinnes, this man as soone as hee had come, had foorthwith beene scourged, and put backe from his presumption, as Heliodorus was, whom Seleucus the king sent to view the treasurie.",FALSE,FALSE,TRUE,,FALSE
1 Samuel 19.20 (AKJV) - 1,"in so much, that when Saule came after himselfe, and hearing the Prophets, as they did, the Spirite came vpon him likewise, and hee prophecied too, where-vpon it was said:","and when they sawe the company of the Prophets prophecying, and Samuel standing as appointed ouer them, the Spirit of God was vpon the messengers of Saul, and they also prophecied.",TRUE,FALSE,FALSE,TRUE,FALSE
2 Peter 1.4 (ODRV),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","by whom he hath giuen vs most great pretious promises: that by these you may be made partakers of the diuine nature, flying the corruption of that concupiscence which is in the world.",FALSE,FALSE,TRUE,,FALSE
Hebrews 8.5 (ODRV),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","that serue the exampler and shadow of heauenly things. As it was answered Moyses, when he finished the tabernacle, See (quoth he) that thou make al things according to the exampler which was shewed thee in the mount.",FALSE,FALSE,TRUE,,FALSE
1 Peter 2.5 (Tyndale),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,",and ye as lyvynge stones are made a spretuall housse and an holy presthode for to offer vp spretuall sacryfice acceptable to god by Iesus Christ.,TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 5.7 (ODRV),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","Purge the old leauen, that you may be a new paste, as your are azymes. For our Pasche, Christ, is immolated.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 12.15 (ODRV),"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum","And he said to them: See and beware of al auarice: for not in any mans aboundance doth his life consist, of those things which he possesseth.",FALSE,FALSE,TRUE,,FALSE
