verse_id,text,verse_text,label,top_k
Galatians 6.1 (ODRV),"secondly, when it is expressed in a Spirit of meekenesse:","BRETHREN, and if a man be preoccupated in any fault, you that are spiritual, instruct such an one in the spirit of lenitie, considering thine owne self, lest thou also be tempted.",TRUE,4-5
Galatians 6.1 (Vulgate),"secondly, when it is expressed in a Spirit of meekenesse:","Fratres, etsi præoccupatus fuerit homo in aliquo delicto, vos, qui spirituales estis, hujusmodi instruite in spiritu lenitatis, considerans teipsum, ne et tu tenteris.",TRUE,4-5
Galatians 5.11 (Geneva) - 1,The papists falsly resolue of the sacrifice of Melchisedec.,Then is the slaunder of the crosse abolished.,FALSE,
Hebrews 7.14 (Geneva),The papists falsly resolue of the sacrifice of Melchisedec.,"For it is euident, that our Lord sprung out of Iuda, concerning the which tribe Moses spake nothing, touching the Priesthood.",FALSE,
Hebrews 7.11 (Geneva),The papists falsly resolue of the sacrifice of Melchisedec.,"If therefore perfection had bene by the Priesthoode of the Leuites (for vnder it the Lawe was established to the people) what needed it furthermore, that another Priest should rise after the order of Melchi-sedec, and not to be called after the order of Aaron?",FALSE,
,The papists falsly resolue of the sacrifice of Melchisedec.,No Bible verse quotation or paraphrase found,TRUE,
Romans 1.27 (Geneva),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","And likewise also the men left the naturall vse of the woman, and burned in their lust one toward another, and man with man wrought filthinesse, and receiued in themselues such recompence of their errour, as was meete.",FALSE,
Romans 3.9 (Geneva),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","What then? are we more excellent? No, in no wise: for we haue alreadie prooued, that all, both Iewes and Gentiles are vnder sinne,",FALSE,
Jude 1.10 (Geneva) - 1,"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","and whatsoeuer things they know naturally, as beasts, which are without reason, in those things they corrupt them selues.",FALSE,
Jeremiah 9.5 (Geneva),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","And euery one wil deceiue his friende, and wil not speake the trueth: for they haue taught their tongues to speake lies, and take great paynes to do wickedly.",FALSE,
1 Timothy 5.13 (Geneva),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","And likewise also being idle they learne to goe about from house to house: yea, they are not onely ydle, but also pratlers and busibodies, speaking things which are not comely.",FALSE,
Romans 1.29 (Geneva),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","Being full of all vnrighteousnesse, fornication, wickednes, couetousnes, maliciousnes, full of enuie, of murder, of debate, of deceit, taking all things in the euill part, whisperers,",TRUE,1
Romans 1.29 (Vulgate),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","repletos omni iniquitate, malitia, fornicatione, avaritia, nequitia, plenos invidia, homicidio, contentione, dolo, malignitate: susurrones,",TRUE,2
Romans 1.29 (AKJV),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","Being filled with all vnrighteousnes, fornication, wickednesse, couetousnes, maliciousnes, full of enuie, murther, debate, deceit, malignitie, whisperers,",TRUE,3
Romans 1.29 (Tyndale),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.",beinge full of all vnrighteous doinge of fornicacio wickednes coveteousnes maliciousnes full of envie morther debate disseyte evill condicioned whisperers,TRUE,4
Romans 1.29 (ODRV),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","replenished with al iniquitie, malice, fornication, auarice, wickednes, ful of enuie, murder, contention, guile, malignitie, whisperers,",TRUE,5
Isaiah 36.9 (Geneva) - 0,Who shall accuse the electe of God?,For howe canst thou despise any captaine of the least of my lordes seruants?,FALSE,
Romans 8.33 (ODRV) - 0,Who shall accuse the electe of God?,Who shal accuse against the elect of God?,TRUE,1
Romans 8.33 (AKJV) - 0,Who shall accuse the electe of God?,Who shall lay any thing to the charge of Gods elect?,TRUE,2-3
Romans 8.33 (Vulgate) - 0,Who shall accuse the electe of God?,Quis accusabit adversus electos Dei?,TRUE,2-3
Romans 8.33 (Geneva) - 0,Who shall accuse the electe of God?,Who shall lay any thing to the charge of Gods chosen?,TRUE,4-5
Romans 8.33 (Tyndale) - 0,Who shall accuse the electe of God?,Who shall laye eny thinge to the charge of goddes chosen?,TRUE,4-5
Isaiah 14.29 (Geneva),"Perditio tua ex te Israel, Ho. 13. that is, from vs, and of vs,","Reioyce not, (thou whole Palestina) because the rod of him that did beat thee, is broken for out of the serpents roote shall come forth a cockatrise, and the fruit therof shalbe a firy flying serpent.",FALSE,
Amos 7.11 (Geneva),"Perditio tua ex te Israel, Ho. 13. that is, from vs, and of vs,","For thus Amos saith, Ieroboam shall die by the sworde, and Israel shalbe led away captiue out of their owne land.",FALSE,
1 Samuel 6.9 (Geneva),"Perditio tua ex te Israel, Ho. 13. that is, from vs, and of vs,","And take heede, if it goe vp by the way of his owne coast to Beth-shemesh, it is he that did vs this great euill: but if not, we shall know then, that it is not his hand that smote vs, but it was a chance that happened vs.",FALSE,
Hosea 13.9 (Vulgate) - 0,"Perditio tua ex te Israel, Ho. 13. that is, from vs, and of vs,","Perditio tua, Israël:",TRUE,1
Hosea 13.9 (Douay-Rheims) - 0,"Perditio tua ex te Israel, Ho. 13. that is, from vs, and of vs,","Destruction is thy own, O Israel:",TRUE,2
Nehemiah 10.25 (Geneva); Nehemiah 10.25 (AKJV),"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.","Rehum, Hashabnah, Maaseiah,",FALSE,
,"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.",No Bible verse quotation or paraphrase found,TRUE,
John 1.6 (Wycliffe),2. That name Immanuel. Gen. 49. 10.,"A man was sent fro God, to whom the name was Joon.",FALSE,
Luke 3.23 (Tyndale) - 1,2. That name Immanuel. Gen. 49. 10.,which Ioseph was the sonne of Heli:,FALSE,
Isaiah 7.14 (AKJV) - 1,2. That name Immanuel. Gen. 49. 10.,"Behold, a Uirgine shall conceiue and beare a Sonne, and shall call his name Immanuel.",TRUE,1
Isaiah 7.14 (Geneva) - 1,2. That name Immanuel. Gen. 49. 10.,"Beholde, the virgine shall conceiue and beare a sonne, and she shall call his name Immanu-el.",TRUE,2
Isaiah 7.14 (Vulgate) - 1,2. That name Immanuel. Gen. 49. 10.,"ecce virgo concipiet, et pariet filium, et vocabitur nomen ejus Emmanuel.",TRUE,3-4
Isaiah 7.14 (Douay-Rheims) - 1,2. That name Immanuel. Gen. 49. 10.,"Behold a virgin shall conceive, and bear a son, and his name shall be called Emmanuel.",TRUE,3-4
Romans 5.15 (Geneva) - 0,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","But yet the gift is not so, as is the offence:",FALSE,
,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.",No Bible verse quotation or paraphrase found,TRUE,
Galatians 3.15 (Geneva),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"Brethren, I speake as men do: though it be but a mans couenant, when it is confirmed, yet no man doeth abrogate it, or addeth any thing thereto.",FALSE,
1 Corinthians 7.26 (Geneva),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,I suppose then this to bee good for the present necessitie: I meane that it is good for a man so to be.,FALSE,
Isaiah 59.18 (Geneva) - 0,Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"As to make recompence, as to requite the furie of the aduersaries with a recompence to his enemies:",FALSE,
Deuteronomy 31.21 (Geneva) - 0,Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"And then when many aduersities and tribulations shall come vpon them, this song shall answere them to their face as a witnesse:",FALSE,
Daniel 4.14 (Geneva) - 1,Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
,Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,No Bible verse quotation or paraphrase found,TRUE,
Daniel 5.12 (Geneva) - 0,"Exhorter, Distributer: And out of the 1. Cor. 12. where God is saide (besides all other ministeries and giftes) to haue ordeyned gouernours in his Church :","Because a more excellent spirit, and knowledge, and vnderstanding (for hee did expound dreames, and declare hard sentences, and dissolued doubtes) were founde in him, euen in Daniel, whome the King named Belteshazzar:",FALSE,
Daniel 5.21 (Geneva) - 1,"Exhorter, Distributer: And out of the 1. Cor. 12. where God is saide (besides all other ministeries and giftes) to haue ordeyned gouernours in his Church :","they fed him with grasse like oxen, and his body was wet with the dewe of the heauen, till he knewe, that the most high God bare rule ouer the kingdome of men, and that he appointeth ouer it, whomsoeuer he pleaseth.",FALSE,
Daniel 5.12 (Geneva),"Exhorter, Distributer: And out of the 1. Cor. 12. where God is saide (besides all other ministeries and giftes) to haue ordeyned gouernours in his Church :","Because a more excellent spirit, and knowledge, and vnderstanding (for hee did expound dreames, and declare hard sentences, and dissolued doubtes) were founde in him, euen in Daniel, whome the King named Belteshazzar: nowe let Daniel be called, and hee will declare the interpretation.",FALSE,
Acts 15.14 (Geneva),"Exhorter, Distributer: And out of the 1. Cor. 12. where God is saide (besides all other ministeries and giftes) to haue ordeyned gouernours in his Church :","Simeon hath declared, howe God first did visite the Gentiles, to take of them a people vnto his Name.",FALSE,
Daniel 4.14 (Geneva) - 1,"Exhorter, Distributer: And out of the 1. Cor. 12. where God is saide (besides all other ministeries and giftes) to haue ordeyned gouernours in his Church :","the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
1 Corinthians 12.28 (Tyndale),"Exhorter, Distributer: And out of the 1. Cor. 12. where God is saide (besides all other ministeries and giftes) to haue ordeyned gouernours in his Church :",And God hath also ordeyned in the congregacion fyrst the Apostels secondarely prophetes thyrdly teachers then the that do miracles: after that the gyftes of healynge helpers governers diversite of tonges.,TRUE,1
