Phrase,Citations,Outliers,Text
"2, Tim. 4 10",2 Timothy 4.10,,"2, Tim. 4 10"
"Matt. 19, 22",Matthew 19; Matthew 22,,"Matt. 19, 22"
"Hest. 5, 3",Esther 5; Esther 3,,"Hest. 5, 3"
"Iohn. 2, 2",John 2; John 2,,"Iohn. 2, 2"
"Psa. 75, 8",Psalms 75; Psalms 8,,"Psa. 75, 8"
"Matt. 26, 39",Matthew 26; Matthew 39,,"Matt. 26, 39"
"Act. 9, 16",Acts 9; Acts 16,,"Act. 9, 16"
"Matt. 20, 20",Matthew 20; Matthew 20,,"Matt. 20, 20"
Matth. 13 21,Matthew 13.21,,Matth. 13 21
"Mat. 4, 18",Matthew 4; Matthew 18,,"Mat. 4, 18"
epist. 59,Epistle 59,,Aug. to. • epist. 59
"Iohn. 21, 7",John 21; John 7,,"Iohn. 21, 7"
"Iohn 21, 18",John 21; John 18,,"Iohn 21, 18"
"1. Cor. 1, 24",1 Corinthians 1; 1 Corinthians 24,,"1. Cor. 1, 24"
"Luk. 9, 61",Luke 9; Luke 61,,"Luk. 9, 61"
1. Sam. 20. 41,1 Samuel 20.41,,1. Sam. 20. 41
"1, Kin. 10, 1",1 Kings 10; 1 Kings 1,,"1, Kin. 10, 1"
Matth. 12 42,Matthew 12.42,,Matth. 12 42
"Luk. 4, 22",Luke 4; Luke 22,,"Luk. 4, 22"
Ioh. 18. 38,John 18.38,,Ioh. 18. 38
"2. Tim. 3,",2 Timothy 3,,"2. Tim. 3,"
epist. 19,Epistle 19,,Seneca ad Lucillum epist. 19
"Iohn. 15, 3",John 15; John 3,,"Iohn. 15, 3"
"Psa. 45, 7",Psalms 45; Psalms 7,,"Psa. 45, 7"
Deut. 4. 6.,Deuteronomy 4.6,,Deut. 4. 6.
Eccl. 23. 27.,Ecclesiastes 23.27,,Eccl. 23. 27.
1. Tim. 6. 6.,1 Timothy 6.6,,1. Tim. 6. 6.
Eccl. 23. 28.,Ecclesiastes 23.28,,Eccl. 23. 28.
1. Tim. 6. 19,1 Timothy 6.19,,1. Tim. 6. 19
Pro. 21.,Proverbs 21,,Pro. 21. last verse.
Iob. 5. 7.,Job 5.7,,Iob. 5. 7.
Iam 1 22.,James 1.22,,Iam 1 22.
Ioh. 6. 63.,John 6.63,,Ioh. 6. 63.
Eccl. 1. 1.,Ecclesiastes 1.1,,Eccl. 1. 1.
Pro. 23. 26,Proverbs 23.26,,Pro. 23. 26
Exod. 28. 30.,Exodus 28.30,,Exod. 28. 30.
Deu. 31. 26.,Deuteronomy 31.26,,Deu. 31. 26.
1. Chron. 28. 9.,1 Chronicles 28.9,,1. Chron. 28. 9.
Mal. 3. 1,Malachi 3.1,,Mal. 3. 1
Ioh. 5. 35.,John 5.35,,Ioh. 5. 35.
Ecc. 48. 1,Ecclesiastes 48.1,,Ecc. 48. 1
Ioh. 11. 4,John 11.4,,Ioh. 11. 4
1. Pet. 2.,1 Peter 2,,1. Pet. 2. last.
Ioh. 10. 16,John 10.16,,Ioh. 10. 16
Ioh. 10. 4,John 10.4,,Ioh. 10. 4
Ioh. 21. 15,John 21.15,,Ioh. 21. 15
Ioh. 21. 15.,John 21.15,,Ioh. 21. 15.
Math. 5. 13.,Matthew 5.13,,Math. 5. 13.
1. Cor. 13. 1.,1 Corinthians 13.1,,1. Cor. 13. 1.
Isa. 19. 18.,Isaiah 19.18,,n Isa. 19. 18.
Luke. 2. 13.,Luke 2.13,,Luke. 2. 13.
1. Kings. 9. 33.,1 Kings 9.33,,1. Kings. 9. 33.
1. Kings. 3. 1.,1 Kings 3.1,,1. Kings. 3. 1.
1. Kings. 4. 33.,1 Kings 4.33,,1. Kings. 4. 33.
Gen. 2. 20.,Genesis 2.20,,Gen. 2. 20.
Gen. 3. 23.,Genesis 3.23,,Gen. 3. 23.
Iohn. 12. 6.,John 12.6,,Iohn. 12. 6.
Lu. 6. 16.,Luke 6.16,,Lu. 6. 16.
Iohn. 15. 15.,John 15.15,,Iohn. 15. 15.
Math. 27. 5.,Matthew 27.5,,Math. 27. 5.
Act. 1. 18.,Acts 1.18,,Act. 1. 18.
Iohn. 17. 12.,John 17.12,,Iohn. 17. 12.
Math. 16. 26.,Matthew 16.26,,Math. 16. 26.
Iud. 16. 3.,Jude 16.3,,Iud. 16. 3.
Esa. 14. 25.,Isaiah 14.25,,Esa. 14. 25.
Sam. 2. 18.,Samuel 2.18,,Sam. 2. 18.
Lucke. 2. 1.,Luke 2.1,,i Lucke. 2. 1.
Gen. 5. 27.,Genesis 5.27,,Gen. 5. 27.
1 Tim. 6. 6.,1 Timothy 6.6,,1 Tim. 6. 6.
1. Tim. 4. 8.,1 Timothy 4.8,,1. Tim. 4. 8.
Rom. 1. 21.,Romans 1.21,,Rom. 1. 21.
Psal. 19. 1.,Psalms 19.1,,Psal. 19. 1.
1. Tim. 1. 17.,1 Timothy 1.17,,1. Tim. 1. 17.
Ro. 1. 22.,Romans 1.22,,Ro. 1. 22.
Psal. 111.,Psalms 111,,Psal. 111. last.
Eph. 5. 15.,Ephesians 5.15,,Eph. 5. 15.
Ps. 34. 13,Psalms 34.13,,Ps. 34. 13
Pro. 28. 7,Proverbs 28.7,,Pro. 28. 7
Psal: 25. 6,Psalms 25.6,,Psal: 25. 6
Psal. 6. 6.,Psalms 6.6,,Psal. 6. 6.
Luc. 7. 39,Luke 7.39,,Luc. 7. 39
Io. 2. 15.,Job 2.15,,1 Io. 2. 15.
Phil. 3. 8,Philippians 3.8,,Phil. 3. 8
Phil. 1. 23,Philippians 1.23,,Phil. 1. 23
Ps. 84. 6,Psalms 84.6,,Ps. 84. 6
Hebr. 12 13,Hebrews 12.13,,Hebr. 12 13
Heb. 12. 24,Hebrews 12.24,,Heb. 12. 24
2 Pet. 1. 21.,2 Peter 1.21,,2 Pet. 1. 21.
Act 1. 16.,Acts 1.16,,Act 1. 16.
Psal. 36. 1,Psalms 36.1,,Psal. 36. 1
Exo. 9. 21,Exodus 9.21,,Exo. 9. 21
Ge. 28. 12,Genesis 28.12,,Ge. 28. 12
1 Cor. 1. 20.,1 Corinthians 1.20,,1 Cor. 1. 20.
Iam. 3. 17.,James 3.17,,Iam. 3. 17.
Ps. 106. 6,Psalms 106.6,,Ps. 106. 6
1 Cor. 8. 1.,1 Corinthians 8.1,,lossa super 1 Cor. 8. 1.
Luk. 9. 35,Luke 9.35,,Luk. 9. 35
Psa 58. 4,Psalms 58.4,,Psa 58. 4
Ps. 37. 27.,Psalms 37.27,,Ps. 37. 27.
Iames 1. 25.,James 1.25,,Iames 1. 25.
Gen. 5. 24.,Genesis 5.24,,Gen. 5. 24.
2 Kings 2. 11.,2 Kings 2.11,,2 Kings 2. 11.
epist. 56.,Epistle 56,,August. to. epist. 56.
"Ps. 80, 12.",Psalms 80; Psalms 12,,"Ps. 80, 12."
Math. 13. 46.,Matthew 13.46,,Math. 13. 46.
Reuel. 2. 5,Revelation 2.5,,Reuel. 2. 5
Act. 13. 46.,Acts 13.46,,Act. 13. 46.
1 Cor. 8. 1,1 Corinthians 8.1,,1 Cor. 8. 1
Pro. 6. 34,Proverbs 6.34,,Pro. 6. 34
Eccles. 5. 9,Ecclesiastes 5.9,,Eccles. 5. 9
2 Cor. 12. 7,2 Corinthians 12.7,,2 Cor. 12. 7
Math. 9. 12.,Matthew 9.12,,Math. 9. 12.
Isa. 55. 10,Isaiah 55.10,,Isa. 55. 10
Ps. 68. 9.,Psalms 68.9,,Ps. 68. 9.
Isa. 55. 10,Isaiah 55.10,,Isa. 55. 10
2 Cor. 2. 16,2 Corinthians 2.16,,2 Cor. 2. 16
Mal. 4. 2,Malachi 4.2,,Mal. 4. 2
2 Chron. 34 27.,2 Chronicles 34.27,,2 Chron. 34 27.
Exod. 7. 3.,Exodus 7.3,,Exod. 7. 3.
Luk. 18. 13,Luke 18.13,,Luk. 18. 13
Math. 25. 21.,Matthew 25.21,,Math. 25. 21.
Luk. 19. 22,Luke 19.22,,Luk. 19. 22
Psa. 121. 4.,Psalms 121.4,,Psa. 121. 4.
"Reuel. 1. 5. 6,",Revelation 1.5; Revelation 1.6,,"Reuel. 1. 5. 6,"
Prou. 30. 15.,Proverbs 30.15,,Prou. 30. 15.
Mat. 16. 17.,Matthew 16.17,,Mat. 16. 17.
Act. 9. 20.,Acts 9.20,,Act. 9. 20.
Num. 15. 22. 24.,Numbers 15.22; Numbers 15.24,,Num. 15. 22. 24.
Mat. 4. 8.,Matthew 4.8,,Mat. 4. 8.
Luk 4. 5.,Luke 4.5,,Luk 4. 5.
Luk. 12. 19.,Luke 12.19,,Luk. 12. 19.
Gen. 6. 19.,Genesis 6.19,,Gen. 6. 19.
Gen. 6. 21,Genesis 6.21,,Gen. 6. 21
psa. 104. 14. 15.,Psalms 104.14; Psalms 104.15,,psa. 104. 14. 15.
Luk. 12. 20.,Luke 12.20,,Luk. 12. 20.
Psa. 93. 2.,Psalms 93.2,,Psa. 93. 2.
"1. Cor. 3. 1, 2.",1 Corinthians 3.1; 1 Corinthians 3.2,,"1. Cor. 3. 1, 2."
1. Cor. 13. 9.,1 Corinthians 13.9,,1. Cor. 13. 9.
Eccles. 1. 8.,Ecclesiastes 1.8,,Eccles. 1. 8.
Eccl. 24. 24.,Ecclesiastes 24.24,,Eccl. 24. 24.
Luk. 2. 23.,Luke 2.23,,Luk. 2. 23.
Luk. 10. 24.,Luke 10.24,,Luk. 10. 24.
1. Pet. 1. 12.,1 Peter 1.12,,1. Pet. 1. 12.
Exo. 20. 19.,Exodus 20.19,,Exo. 20. 19.
2. Chro. 36. 12,2 Chronicles 36.12,,2. Chro. 36. 12
Heb. 1. 2.,Hebrews 1.2,,Heb. 1. 2.
Luk. 4. 22.,Luke 4.22,,Luk. 4. 22.
Math. 7. 28.,Matthew 7.28,,Math. 7. 28.
Iohn. 5. 39.,John 5.39,,Iohn. 5. 39.
Math. 23. 23,Matthew 23.23,,Math. 23. 23
Esa. 29. 13.,Isaiah 29.13,,Esa. 29. 13.
Luke 12. 47.,Luke 12.47,,Luke 12. 47.
1. Esdras 3. 21.,1 Esdras 3.21,,1. Esdras 3. 21.
Prou. 6. 10.,Proverbs 6.10,,Prou. 6. 10.
Iames 1. 27.,James 1.27,,Iames 1. 27.
Luke 1. 76.,Luke 1.76,,Luke 1. 76.
Iohn 1. 23.,John 1.23,,Iohn 1. 23.
Math. 11. 18.,Matthew 11.18,,Math. 11. 18.
Acts 11. 24.,Acts 11.24,,Acts 11. 24.
Acts 10. 2.,Acts 10.2,,Acts 10. 2.
Act. 11. 24.,Acts 11.24,,Act. 11. 24.
Act. 10. 2,Acts 10.2,,Act. 10. 2
Iohn 4. 29.,John 4.29,,Iohn 4. 29.
Marc. 7. 37.,Mark 7.37,,Marc. 7. 37.
Marc. 11. 29.,Mark 11.29,,Marc. 11. 29.
Math. 10. 16.,Matthew 10.16,,Math. 10. 16.
Iames 1. 15.,James 1.15,,Iames 1. 15.
Iam. 3. 17,James 3.17,,Iam. 3. 17
Iudg. 20. 16,Judges 20.16,,Iudg. 20. 16
Eccle. 10. 2.,Ecclesiastes 10.2,,Eccle. 10. 2.
2 Kin. 4. 41,2 Kings 4.41,,2 Kin. 4. 41
Iohn. 2. 8,John 2.8,,Iohn. 2. 8
Esa. 5. 20,Isaiah 5.20,,Esa. 5. 20
Iohn 2. 19.,John 2.19,,Iohn 2. 19.
Iob. 4. 19.,Job 4.19,,Iob. 4. 19.
Mat. 26. 61.,Matthew 26.61,,Mat. 26. 61.
Act. 17. 23.,Acts 17.23,,Act. 17. 23.
Rom. 10. 14,Romans 10.14,,Rom. 10. 14
Act. 17 23.,Acts 17.23,,Act. 17 23.
Act. 17. 22.,Acts 17.22,,Act. 17. 22.
Reue. 22 2. 3.,Revelation 22.2,,Reue. 22 ▪ 2. 3.
Ioh. 17 3.,John 17.3,,Ioh. 17 3.
1. Tim. 6. 20. 21.,1 Timothy 6.20; 1 Timothy 6.21,,1. Tim. 6. 20. 21.
Act. 19. 19.,Acts 19.19,,Act. 19. 19.
Gen. 3. 6.,Genesis 3.6,,Gen. 3. 6.
Iud. 1. 7.,Jude 1.7,,Iud. 1. 7.
2. Sam. 10. 7.,2 Samuel 10.7,,2. Sam. 10. 7.
Act. 2. 14 15,Acts 2.14,,Act. 2. 14 15
Math. 4. 20,Matthew 4.20,,Math. 4. 20
Luk. 12. 41.,Luke 12.41,,Luk. 12. 41.
Ioh. 13. 37.,John 13.37,,Ioh. 13. 37.
Ioh. 13. 6.,John 13.6,,Ioh. 13. 6.
Math. 11. 29.,Matthew 11.29,,Math. 11. 29.
Psa. 19. 5.,Psalms 19.5,,Psa. 19. 5.
2. Reg. 20. 11.,2 Kings 20.11,,2. Reg. 20. 11.
Mal. 4. 2.,Malachi 4.2,,Mal. 4. 2.
Gen. 3. 5.,Genesis 3.5,,Gen. 3. 5.
Luk. 10. 42.,Luke 10.42,,Luk. 10. 42.
Gen. 2. 17,Genesis 2.17,,Gen. 2. 17
Luk. 2. 29.,Luke 2.29,,Luk. 2. 29.
Marc. 16. 9.,Mark 16.9,,Marc. 16. 9.
Marc. 5. 9,Mark 5.9,,Marc. 5. 9
Mat. 6. 24.,Matthew 6.24,,Mat. 6. 24.
Ioh. 14. 30.,John 14.30,,Ioh. 14. 30.
Ephe. 5. 5.,Ephesians 5.5,,Ephe. 5. 5.
Luk. 12. 20.,Luke 12.20,,Luk. 12. 20.
Tobit. 3. 8.,Tobit 3.8,,Tobit. 3. 8.
Eccle. 23. 18.,Ecclesiastes 23.18,,Eccle. 23. 18.
Colos. 3. 5.,Colossians 3.5,,Colos. 3. 5.
2. Reg. 2. 1.,2 Kings 2.1,,2. Reg. 2. 1.
Math. 12 27.,Matthew 12.27,,Math. 12 27.
Eccles. 1. 2.,Ecclesiastes 1.2,,Eccles. 1. 2.
Esay 14. 12.,Isaiah 14.12,,Esay 14. 12.
Esay. 14. 13.,Isaiah 14.13,,Esay. 14. 13.
Luke. 10. 18.,Luke 10.18,,Luke. 10. 18.
Reu. 12. 4.,Revelation 12.4,,Reu. 12. 4.
Psa 8. 7.,Psalms 8.7,,Psa 8. 7.
Reg. 10. 19.,Kings 10.19,,Reg. 10. 19.
Psa. 80. 1.,Psalms 80.1,,Psa. 80. 1.
act. 2.,Acts 2,,Senecai• Her•. furente. act. 2. s•. 2.
1. Cor. 1. 20.,1 Corinthians 1.20,,1. Cor. 1. 20.
Epist. 56.,Epistle 56,,August. Epist. 56.
2 Cor. 12. 2.,2 Corinthians 12.2,,2 Cor. 12. 2.
2. Cor. 12 4.,2 Corinthians 12.4,,2. Cor. 12 4.
Ro. 12. 13,Romans 12.13,,Rō. 12. 13
Mat. 13. 8.,Matthew 13.8,,Mat. 13. 8.
Exo. 3. 8.,Exodus 3.8,,Exo. 3. 8.
Iud. 9. 45,Jude 9.45,,Iud. 9. 45
Cant. 1. 14.,Canticles 1.14,,Cant. 1. 14.
Math. 21 19.,Matthew 21.19,,Math. 21 19.
Psa. 65.,Psalms 65,,z Psa. 65. Ilt.
Psal. 129.,Psalms 129,,Psal. 129. Ilt.
Mat. 22. 27.,Matthew 22.27,,Mat. 22. 27.
Luk. 7. 13.,Luke 7.13,,Luk. 7. 13.
Gen. 10. 9.,Genesis 10.9,,Gen. 10. 9.
Cor. 2. 9.,Corinthians 2.9,,Cor. 2. 9.
Iohn 18. 38.,John 18.38,,Iohn 18. 38.
Luk. 14. 30.,Luke 14.30,,Luk. 14. 30.
Gen. 26. 15.,Genesis 26.15,,Gen. 26. 15.
Pro. 25. 27.,Proverbs 25.27,,Pro. 25. 27. Secundum versionem S. Hieron.
Rom. 11. 33,Romans 11.33,,Rom. 11. 33
Eccle. 23. 19.,Ecclesiastes 23.19,,Eccle. 23. 19.
1. Tim. 6. 16.,1 Timothy 6.16,,1. Tim. 6. 16.
Rom. 1. 20. 21,Romans 1.20; Romans 1.21,,Rom. 1. 20. 21
Rom. 14. 1.,Romans 14.1,,Rom. 14. 1.
1. Cor. 1. 10.,1 Corinthians 1.10,,1. Cor. 1. 10.
Act. 2. 15 1.,Acts 2.15,,Act. 2. 15 1.
1. cor. 8. 7.,1 Corinthians 8.7,,1. cor. 8. 7.
1. cor. 1. 12.,1 Corinthians 1.12,,1. cor. 1. 12.
Ioh. 19. 23,John 19.23,,Ioh. 19. 23
1. cor. 1. 13.,1 Corinthians 1.13,,1. cor. 1. 13.
Ephe. 4. 4. 5. 6. &c.,Ephesians 4.4; Ephesians 4.5; Ephesians 4.6,,Ephe. 4. 4. 5. 6. &c.
Math. 8. 27.,Matthew 8.27,,Math. 8. 27.
1. Reg. 13 16. 81.,1 Kings 13.16,,1. Reg. 13 16. 81.
Tim. 6. 20. 21,Timothy 6.20; Timothy 6.21,,Tim. 6. 20. 21
Rom. 9. 13.,Romans 9.13,,Rom. 9. 13.
2. Tim. 1. 5. 6.,2 Timothy 1.5; 2 Timothy 1.6,,2. Tim. 1. 5. 6.
psa. 14. 1.,Psalms 14.1,,psa. 14. 1.
Luk. 22. 32.,Luke 22.32,,Luk. 22. 32.
Exo. 1. 15,Exodus 1.15,,Exo. 1. 15
2. Reg. 19. 37.,2 Kings 19.37,,2. Reg. 19. 37.
Eccles. 7.,Ecclesiastes 7,,Eccles. 7. versu. vltimo. Secundum versionem S. Hieron.
1. Tim. 4 7.,1 Timothy 4.7,,1. Tim. 4 7.
1. Tim. 1 4.,1 Timothy 1.4,,1. Tim. 1 4.
Gen. 30. 37.,Genesis 30.37,,Gen. 30. 37.
2. Tim. 2. 23.,2 Timothy 2.23,,2. Tim. 2. 23.
1. Tim. 6. 4. 5,1 Timothy 6.4; 1 Timothy 6.5,,1. Tim. 6. 4. 5 ▪
2. Pet. 1. 20. 21.,2 Peter 1.20; 2 Peter 1.21,,2. Pet. 1. 20. 21.
Heb. 6. 20.,Hebrews 6.20,,Heb. 6. 20.
Psal. 131. 1. 2.,Psalms 131.1; Psalms 131.2,,Psal. 131. 1. 2.
1. Sam. 6. 19.,1 Samuel 6.19,,1. Sam. 6. 19.
Psa. 131. 3.,Psalms 131.3,,Psa. 131. 3.
Iam. 2. 19.,James 2.19,,Iam. 2. 19.
Esay 6. 7.,Isaiah 6.7,,Esay 6. 7.
Esay 55. 8. 9.,Isaiah 55.8; Isaiah 55.9,,Esay 55. 8. 9.
Math. 21. 16.,Matthew 21.16,,Math. 21. 16.
Psa. 19. 5.,Psalms 19.5,,Psa. 19. 5.
1. Reg. 7. 47.,1 Kings 7.47,,1. Reg. 7. 47.
Psa. 1. 1.,Psalms 1.1,,Psa. 1. 1.
Heb. 7. 1.,Hebrews 7.1,,Heb. 7. 1.
Heb. 7. 3.,Hebrews 7.3,,Heb. 7. 3.
1. Cor. 15. 54.,1 Corinthians 15.54,,1. Cor. 15. 54.
epist. 59.,Epistle 59,,Iustus Lypsius epistolar. cent. 1. epist. 59.
Psa. 49.,Psalms 49,,Psa. 49. last.
Psa. 32. 9. 10.,Psalms 32.9; Psalms 32.10,,Psa. 32. 9. 10.
Psa. 22. 1.,Psalms 22.1,,Psa. 22. 1.
Psa. 95. 2. 6.,Psalms 95.2; Psalms 95.6,,Psa. 95. 2. 6.
Ier. 7. 13.,Jeremiah 7.13,,Ier. 7. 13.
Psa. 50. 17.,Psalms 50.17,,Psa. 50. 17.
Leuit 16. 17.,Leviticus 16.17,,Leuit ▪ 16. 17.
Ioh. 5. 39.,John 5.39,,Ioh. 5. 39.
2. Esdras. 4.,2 Esdras 4,,2. Esdras. 4. last.
epist. 56.,Epistle 56,,August. to. 2. epist. 56.
2. Tim. 4. 3.,2 Timothy 4.3,,2. Tim. 4. 3.
Math. 16. 20.,Matthew 16.20,,Math. 16. 20.
Math. 24. 12.,Matthew 24.12,,Math. 24. 12.
2. Tim. 4. 3.,2 Timothy 4.3,,2. Tim. 4. 3.
1. Tim. 3. 16.,1 Timothy 3.16,,1. Tim. 3. 16.
Act. 1. 7.,Acts 1.7,,Act. 1. 7.
1. Cor. 13 12,1 Corinthians 13.12,,1. Cor. 13 12
Exod. 20. 11.,Exodus 20.11,,Exod. 20. 11.
Gen. 1. 1.,Genesis 1.1,,Gen. 1. 1.
psa. 148. 1. 5.,Psalms 148.1; Psalms 148.5,,psa. 148. 1. 5.
Ge. 1. 14. 19.,Genesis 1.14; Genesis 1.19,,Gē. 1. 14. 19.
psa. 104. 2.,Psalms 104.2,,psa. 104. 2.
Ge. 1. 6. 8.,Genesis 1.6; Genesis 1.8,,Gē. 1. 6. 8.
Ge. 1. 3. 5.,Genesis 1.3; Genesis 1.5,,Gē. 1. 3. 5.
psa 148. 2. 3. 4,Psalms 148.2; Psalms 148.3; Psalms 148.4,,psa 148. 2. 3. 4
Gen. 1.,Genesis 1,,Gen. 1. ad versum 25.
Gen. 1. 26,Genesis 1.26,,Gen. 1. 26
Gen. 2. 7.,Genesis 2.7,,Gen. 2. 7.
Gen. 2. 7.,Genesis 2.7,,Gen. 2. 7.
Psa. 8. 5.,Psalms 8.5,,Psa. 8. 5.
Psa. 148. 3. 4.,Psalms 148.3; Psalms 148.4,,Psa. 148. 3. 4.
Ge. 1. 31. & 2. 2,Genesis 1.31; Genesis 2.2,,Gē. 1. 31. & 2. 2
2. Sam. 1. 14. 15,2 Samuel 1.14; 2 Samuel 1.15,,2. Sam. 1. 14. 15
Epist. 56.,Epistle 56,,Augustus ••mo 2. Epist. 56.
1. Tim. 5. 20.,1 Timothy 5.20,,1. Tim. 5. 20.
Act. 19. 19.,Acts 19.19,,Act. 19. 19.
1. Cor. 1. 23.,1 Corinthians 1.23,,1. Cor. 1. 23.
Sam. 15. 30.,Samuel 15.30,,Sam. 15. 30.
Eccles. 3. 24. 25.,Ecclesiastes 3.24; Ecclesiastes 3.25,,Eccles. 3. 24. 25.
1. Tim. 4. 7.,1 Timothy 4.7,,1. Tim. 4. 7.
2. Tim. 2. 23.,2 Timothy 2.23,,2. Tim. 2. 23.
Ioh. 1. 38.,John 1.38,,Ioh. 1. 38.
Luk. 2. 32,Luke 2.32,,Luk. 2. 32
Math. 14. 30.,Matthew 14.30,,Math. 14. 30.
Math. 16. 22.,Matthew 16.22,,Math. 16. 22.
Ioh. 18. 10.,John 18.10,,Ioh. 18. 10.
Math. 26. 40.,Matthew 26.40,,Math. 26. 40.
Math. 26. 74.,Matthew 26.74,,Math. 26. 74.
Gal. 2. 13.,Galatians 2.13,,Gal. 2. 13.
Math. 14. 31,Matthew 14.31,,Math. 14. 31
Math. 16. 23,Matthew 16.23,,Math. 16. 23
Math. 26. 4.,Matthew 26.4,,Math. 26. 4.
Luk. 16. 22,Luke 16.22,,Luk. 16. 22
Gal. 2. 11.,Galatians 2.11,,Gal. 2. 11.
2. Sam. 12 1.,2 Samuel 12.1,,2. Sam. 12 1.
2. Sa. 12. 7.,2 Samuel 12.7,,2. Sā. 12. 7.
Math. 16. 16.,Matthew 16.16,,Math. 16. 16.
Gal. 3. 1.,Galatians 3.1,,Gal. 3. 1.
1. Cor. 11. 22.,1 Corinthians 11.22,,1. Cor. 11. 22.
1. Cor. 15. 34.,1 Corinthians 15.34,,1. Cor. 15. 34.
Math. 3. 6,Matthew 3.6,,Math. 3. 6
Mat 11. 18. 19.,Matthew 11.18; Matthew 11.19,,Mat ▪ 11. 18. 19.
Math. 3. 4,Matthew 3.4,,Math. 3. 4
Math 3. 5,Matthew 3.5,,Math 3. 5
Luk. 9. 9.,Luke 9.9,,Luk. 9. 9.
Luk. 23. 8,Luke 23.8,,Luk. 23. 8
Epis. 12.,Epistle 12,,Cicero ad Q fratrem. lib. 2. Epis. 12.
2. Tim. 4 3.,2 Timothy 4.3,,2. Tim. 4 ▪ 3.
Act. 17. 21.,Acts 17.21,,Act. 17. 21.
Luk. 16. 27.,Luke 16.27,,Luk. 16. 27.
Act. 22. 3.,Acts 22.3,,Act. 22. 3.
2. Cro. 12 2. 7.,2 Chronicles 12.2,,2. Cro. 12 2. 7.
Luk. 16. 31.,Luke 16.31,,Luk. 16. 31.
Math. 4. 4,Matthew 4.4,,Math. 4. 4
Ioh. 5. 39.,John 5.39,,Ioh. 5. 39.
Math 12. 38.,Matthew 12.38,,Math 12. 38.
Ioh. 2. 18.,John 2.18,,Ioh. 2. 18.
act. 3.,Acts 3,,In Aemilia comaedia Italica. act. 3. scenu
1. Tim. 6. 4. 5.,1 Timothy 6.4; 1 Timothy 6.5,,1. Tim. 6. 4. 5.
2. Esd. 4. 2.,2 Esdras 4.2,,2. Esd. 4. 2.
Rom. 1. 19.,Romans 1.19,,Rom. 1. 19.
Ioh. 18. 38,John 18.38,,Ioh. 18. 38
Exo. 19. 12,Exodus 19.12,,Exo. 19. 12
psa. 105. 15.,Psalms 105.15,,psa. 105. 15.
Exo. 19. 13.,Exodus 19.13,,Exo. 19. 13.
Exo 19. 21.,Exodus 19.21,,Exo 19. 21.
Exo. 19. 13.,Exodus 19.13,,Exo. 19. 13.
Psa. 84. 12,Psalms 84.12,,Psa. 84. 12
Exo. 33. 13.,Exodus 33.13,,Exo. 33. 13.
2. Cor. 12. 9.,2 Corinthians 12.9,,2. Cor. 12. 9.
Exo. 33. 18.,Exodus 33.18,,Exo. 33. 18.
Esay 9. 5.,Isaiah 9.5,,• Esay 9. 5.
Psa 80. 1.,Psalms 80.1,,• Psa 80. 1.
Act. 17. 28.,Acts 17.28,,Act. 17. 28.
Psa. 145. 3.,Psalms 145.3,,Psa. 145. 3.
Deut. 10. 14.,Deuteronomy 10.14,,Deut. 10. 14.
Psa. 90. 2.,Psalms 90.2,,Psa. 90. 2.
Rom. 11. 33.,Romans 11.33,,Rom. 11. 33.
Psa 139. 9,Psalms 139.9,,Psa 139. 9
Psa. 14. 3.,Psalms 14.3,,Psa. 14. 3.
2. Cor. 3. 15.,2 Corinthians 3.15,,2. Cor. 3. 15.
Iud. 13. 22.,Jude 13.22,,Iud. 13. 22.
Gen. 24. 8,Genesis 24.8,,Gen. 24. 8
Dan. 12. 7,Daniel 12.7,,Dan. 12. 7
Esay 11. 1.,Isaiah 11.1,,Esay 11. 1.
Gen. 1. 13,Genesis 1.13,,Gen. 1. 13
Gen. 1. 12,Genesis 1.12,,Gen. 1. 12
Gen. 1. 14,Genesis 1.14,,Gen. 1. 14
Num. 17. 8.,Numbers 17.8,,Num. 17. 8.
Luk. 1. 37,Luke 1.37,,Luk. 1. 37
Heb. 11. 5.,Hebrews 11.5,,Heb. 11. 5.
2. Reg. 2. 11.,2 Kings 2.11,,2. Reg. 2. 11.
1. Cor. 15. 51.,1 Corinthians 15.51,,1. Cor. 15. 51.
Ge. 15. 15.,Genesis 15.15,,Gē. 15. 15.
Mar. 6. 28.,Mark 6.28,,Mar. 6. 28.
Es. 5. 34 35.,Esther 5.34,,2. Es. 5. 34 35.
Iob. 5. 9.,Job 5.9,,Iob. 5. 9.
Eccles. 18. 5.,Ecclesiastes 18.5,,Eccles. 18. 5.
Iob. 37. 5,Job 37.5,,Iob. 37. 5
2 Esdr. 4. 26.,2 Esdras 4.26,,2 Esdr. 4. 26.
Eccles 18. 5.,Ecclesiastes 18.5,,Eccles 18. 5.
Wisd. 9. 16,Wisdom 9.16,,Wisd. 9. 16
"Wisd. 7. 18, 19, 20.",Wisdom 7.18; Wisdom 7.19; Wisdom 7.20,,"Wisd. 7. 18, 19, 20."
Wisd. 9. 16. 17,Wisdom 9.16; Wisdom 9.17,,Wisd. 9. 16. 17
Esdr. 4. 13.,Esdras 4.13,,o Esdr. 4. 13. to 22.
2. Esd. 4. 20. 21,2 Esdras 4.20; 2 Esdras 4.21,,2. Esd. 4. 20. 21
Deut. 29. 29,Deuteronomy 29.29,,Deut. 29. 29
Reu. 12. 7,Revelation 12.7,,r Reu. 12. 7
