Phrase,Citations,Outliers,Text
Psal. 37 v. 2•. v. 25.,Psalms 37,['Psalms 37 2•.25'],Psal. 37 v. 2•. v. 25.
Psal. 3 v. •.,Psalms 3,['Psalms 3 •'],Psal. 3 v. •.
Cant. 2. •.,Canticles 2,['Canticles 2.•'],Cant. 2. •.
Gen. 3. 1•.,Genesis 3,['Genesis 3.1•'],Gen. 3. 1•.
Luk. 10: 43• •,Luke 10,['Luke 10.43• •'],Luk. 10: 43• •
Ier. 3. •.,Jeremiah 3,['Jeremiah 3.•'],Ier. 3. •.
Iam. 1. 1•.,James 1,['James 1.1•'],Iam. 1. 1•.
Psal: 10. 2•,Psalms 10,['Psalms 10.2•'],Psal: 10. 2• ▪
Act. 8. 2•.,Acts 8,['Acts 8.2•'],Act. 8. 2•.
Isa. 55. •.,Isaiah 55,['Isaiah 55.•'],Isa. 55. •.
Ioh. 11. • 4.,John 11,['John 11.• 4'],Ioh. 11. • … 4.
1. Cor. 15. 2•,1 Corinthians 15,['1 Corinthians 15.2•'],"And so, by this place you may learne the meaning of another hard phrase, 1. Cor. 15. 2• … Baptized for dead, that is, afflicted and reputed as dead."
Psal. 145. 1•,Psalms 145,['Psalms 145.1•'],Psal. 145. 1• ….
Es. 10. •,Esther 10,['Esther 10.•'],Es. 10. • …. 7.
Psal. 47. •; Psal. 48 7.,Psalms 47; Psalms 48.7,['Psalms 47.•'],Psal. 47. • …. Psal. 48 7.
Num. 22. 1•,Numbers 22,['Numbers 22.1•'],Num. 22. 1• ….
1. Cor. 16. 1•,1 Corinthians 16,['1 Corinthians 16.1•'],1. Cor. 16. 1• ….
Luke 16. •,Luke 16,['Luke 16.•'],Luke 16. • …. 〈 ◊ 〉 male 〈 ◊ 〉 Va• … ablus 〈 ◊ 〉 loc.
lat 6 • 0.,Lamentations 6,['Lamentations 6 •'],C• … lat 6 ▪ • … 0.
Iam. 5. •,James 5,['James 5.•'],Iam. 5. • ….
Mat. 8. • 0.,Matthew 8,['Matthew 8.•'],Mat. 8. • … 0.
2. Kin. 5. • 7.,2 Kings 5,['2 Kings 5.• 7'],2. Kin. 5. • … 7.
Mat 18 •,Matthew 18,['Matthew 18 •'],Mat 18 • ….
Esay 10 •,Isaiah 10,['Isaiah 10 •'],"and of Ashur, that he was the rod of his wrath. Esay 10 ▪ • …."
Psal. 40. 15. & 1• 4 4.,Psalms 40.15,['Psalms 1• 4 4'],Psal. 40. 15. et 1• … 4 4.
Eze. 13 1•,Ezekiel 13,['Ezekiel 13 1•'],Eze. 13 1• ….
1. Tim. 4. •,1 Timothy 4,['1 Timothy 4.•'],1. Tim. 4. • ….
Mat. 6 33.; Rom 8. •,Matthew 6.33; Romans 8,['Romans 8.•'],"Mat. 6 33. Caetera ad jeintur 〈 ◊ 〉, If hee giue his Son for vs, how shall hee not with him giue vs all things also. Rom 8. • … ▪"
Iohn 16. • 2.,John 16,['John 16.• 2'],Iohn 16. • … 2.
2. Cor 7. •,2 Corinthians 7,['2 Corinthians 7.•'],2. Cor 7. • ….
Heb. 9 • 7.,Hebrews 9,['Hebrews 9 • 7'],Heb. 9 • … 7.
Wisd. 5. 20•,Wisdom 5,['Wisdom 5.20•'],Wisd. 5. 20• … ▪
Isay 37 •.,Isaiah 37,['Isaiah 37 •'],Isay 37 •.
Numb. 7. 89.; 2 King. 19. 1•.,Numbers 7.89; 2 Kings 19,['2 Kings 19.1•'],Numb. 7. 89. 2 King. 19. 1•.
Ioh. 3. 34.; Ioh. 1. 1•.,John 3.34; John 1,['John 1.1•'],Ioh. 3. 34. Ioh. 1. 1•.
Reu. 1. c. 2• c.,Revelation 1,['Revelation 1.2•'],Reu. 1. c. 2• c.
1 Cor. 3. •.,1 Corinthians 3,['1 Corinthians 3.•'],1 Cor. 3. •.
2 Thes. 3. •.,2 Thessalonians 3,['2 Thessalonians 3.•'],2 Thes. 3. •.
Ier. 4 3•.,Jeremiah 4,['Jeremiah 4 3•'],"The voyce of the Daughter of Syon, that bewayleth herselfe, that spreadeth her hands, saying; Woe is mee because of murderers. Ier. 4 3•."
Iames 2. 1•.,James 2,['James 2.1•'],Iames 2. 1•.
Num. 25. •.,Numbers 25,['Numbers 25.•'],Num. 25. •.
Mat. 3. •.,Matthew 3,['Matthew 3.•'],Mat. 3. •.
Neh. 7. •.,Nehemiah 7,['Nehemiah 7.•'],Neh. 7. •.
"2 Cor. 9. •,",2 Corinthians 9,['2 Corinthians 9.•'],"2 Cor. 9. •,"
Iob. 13.17; Luke 11. 2•.,Job 13.17; Luke 11,['Luke 11.2•'],Iob. 13.17 Luke 11. 2•.
Rom. 13. •.,Romans 13,['Romans 13.•'],Rom. 13. •.
Psal. 119.75.; Lam. 1.12.18.; Eze. 9. • 3.; Micha 7.9.,Psalms 119.75; Lamentations 1.12; Lamentations 1.18; Ezekiel 9; Micah 7.9,['Ezekiel 9.• 3'],Psal. 119.75. Lam. 1.12.18. Eze. 9. • 3. Micha 7.9.
1 Thes. 5. 1•.; Phil. 4.6.; Iob 1. 2•.,1 Thessalonians 5; Philippians 4.6; Job 1,['1 Thessalonians 5.1•']; ['Job 1.2•'],1 Thes. 5. 1•. Phil. 4.6. Iob 1. 2•.
1. Cron. 22. 1•,1 Chronicles 22,['1 Chronicles 22.1•'],1. Cron. 22. 1•
Ephe. 2. 2•.,Ephesians 2,['Ephesians 2.2•'],Ephe. 2. 2•.
Matth. 19. 2•.,Matthew 19,['Matthew 19.2•'],Matth. 19. 2•.
1 Cor. 6. 1•.,1 Corinthians 6,['1 Corinthians 6.1•'],1 Cor. 6. 1•.
verse 19. 2•.),Verse 19,['Verse 19.2•.'],"And vers. 21. Ittai said to the King, (when hee went about to perswade him to goe back, and to take care for his safety, as verse 19. 2•.) As the Lord liveth, and as my Lord the King liveth, Surely in what place my Lord the King shall bee, whether in death or life, even there also will thy servant bee."
Pro. 9.; Rev. 2•. 8. & 22.15.,Proverbs 9; Revelation 22.15,['Revelation 2•.8'],"and casts both body and soule into the Lake that burnes with fire and brimstone, Pro. 9. ult. Rev. 2•. 8. & 22.15."
Ier. 17.9.; 1. Kings 8.39.; 1. Sam. 17.7.; Heb. 4. •.,Jeremiah 17.9; 1 Kings 8.39; 1 Samuel 17.7; Hebrews 4,['Hebrews 4.•'],"It is evident from hence, that God sees the spirits of men: our hearts are all open and manifest before him, Ier. 17.9. 1. Kings 8.39. 1. Sam. 17.7. Heb. 4. •."
"2. Cor. 4.4, •.; Prov. 19.2.",2 Corinthians 4.4; Proverbs 19.2,['2 Corinthians 4.•'],"and when it is blinded with ignorance, 2. Cor. 4.4, •. for without knowledge the minde cannot bee good, Prov. 19.2."
Mat. 11. 2•. & 9.13.,Matthew 9.13,['Matthew 11.2•'],"1 By his sensible feeling of his sinnes to be a heavie burthen to him, of which hee is truely weary, so as hee desireth more to be rid of them, than of any burthensome crosse whatsoever, Mat. 11. 2•. & 9.13."
Titus 2. 1•,Titus 2,['Titus 2.1•'],Titus 2. 1•
Psal. 17. 1•.,Psalms 17,['Psalms 17.1•'],Psal. 17. 1•.
Gen. 45. •.,Genesis 45,['Genesis 45.•'],Gen. 45. •.
Act. 26. 2•.,Acts 26,['Acts 26.2•'],Act. 26. 2•.
"Nehem. 2.; Iude, 5.; Exod. 15.; Ierem. 9. •.",Nehemiah 2; Jude 5; Exodus 15; Jeremiah 9,['Jeremiah 9.•'],"Nehem. 2. Iude, 5. Exod. 15. Ierem. 9. •. Pe••. 2."
Reuel. 10. 1•.,Revelation 10,['Revelation 10.1•'],Reuel. 10. 1•.
Deu. 32. 1•,Deuteronomy 32,['Deuteronomy 32.1•'],Deu. 32. 1•
Psal. 104. 1•.,Psalms 104,['Psalms 104.1•'],Psal. 104. 1•.
Hos. 4 1•.,Hosea 4,['Hosea 4 1•'],Hos. 4 1•.
Deu. 22. 2•,Deuteronomy 22,['Deuteronomy 22.2•'],Deu. 22. 2•
"1 King. 2•, 22,",1 Kings 22,['1 Kings 2•'],"1 King. 2•, 22,"
"Revel. 1•, 5.",Revelation 5,['Revelation 1•'],"Revel. 1•, 5."
"Math. 11 28.; Esa, 55, •",Matthew 11.28; Isaiah 55,['Isaiah •'],"Math. 11 ▪ 28. Esa, 55, •"
Psal. 146. 1•2.,Psalms 146,['Psalms 146.1•2'],Psal. 146. 1•2.
Gen. 34. •,Genesis 34,['Genesis 34.•'],Gen. 34. •
Pro. 23. 3•.,Proverbs 23,['Proverbs 23.3•'],Pro. 23. 3•.
Acts. 7. 5•.; Acts. 28. 23. 24.; Act. 2. 47.,Acts 7; Acts 28.23; Acts 28.24; Acts 2.47,['Acts 7.5•'],Acts. 7. 5•. Acts. 28. 23. 24. Act. 2. 47.
Luk. 15. 1•.,Luke 15,['Luke 15.1•'],Luk. 15. 1•. Matth. 7. et 25:
Hag 1. •.,Haggai 1,['Haggai 1.•'],Hag 1. •.
Ezra. 7. 1•.,Ezra 7,['Ezra 7.1•'],Ezra. 7. 1•.
1. Sam. 9. •.,1 Samuel 9,['1 Samuel 9.•'],1. Sam. 9. •.
Psalm. 137. •,Psalms 137,['Psalms 137.•'],Psalm. 137. •
Math. 7. 1•.,Matthew 7,['Matthew 7.1•'],Math. 7. 1•.
1. Tim. 5. •.,1 Timothy 5,['1 Timothy 5.•'],1. Tim. 5. •.
"1, Iohn, 1, •.",1 John 1,['1 John •'],"1, Iohn, 1, •."
Math. 25. 3•.,Matthew 25,['Matthew 25.3•'],Math. 25. 3•.
Cant. 1. •.,Canticles 1,['Canticles 1.•'],Cant. 1. •.
Rom. 2. 1•.,Romans 2,['Romans 2.1•'],Rom. 2. 1•.
Zech. 11. 1•.,Zechariah 11,['Zechariah 11.1•'],Zech. 11. 1•.
Psalm 87. •.,Psalms 87,['Psalms 87.•'],Psalm 87. •.
Psalm. 34. 1•.,Psalms 34,['Psalms 34.1•'],Psalm. 34. 1•.
Ephes. 5.1.; Psal. 12. •. 7 9.,Ephesians 5.1; Psalms 12,['Psalms 12.•.7 9'],Ephes. 5.1. Psal. 12. •. 7 9.
Ioh. 1. •.,John 1,['John 1.•'],Ioh. 1. •.
Proverb. 3. 1•.,Proverbs 3,['Proverbs 3.1•'],Proverb. 3. 1•.
Heb. 1. •.,Hebrews 1,['Hebrews 1.•'],Heb. 1. •.
Act 6.15.; 2. Sam. 14. 2•.,Acts 6.15; 2 Samuel 14,['2 Samuel 14.2•'],Act 6.15. 2. Sam. 14. 2•.
Esa. 7. •.,Isaiah 7,['Isaiah 7.•'],Esa. 7. •.
Deut 18. 1•.,Deuteronomy 18,['Deuteronomy 18.1•'],Deut 18. 1•.
Num. 11. 1•,Numbers 11,['Numbers 11.1•'],Num. 11. 1•
2. Cor 2 1•.,2 Corinthians 2,['2 Corinthians 2 1•'],2. Cor 2 1•.
Luke 1. 2•.; Act. 7.55.; Ioh. 3.34.,Luke 1; Acts 7.55; John 3.34,['Luke 1.2•'],Full of both. Luke 1. 2•. Act. 7.55. Ioh. 3.34.
"Exod. 12.4, •, &c.",Exodus 12.4; Exodus 12.,['Exodus 12.•'],"Exod. 12.4, •, &c."
Iob. 19. •.,Job 19,['Job 19.•'],Iob. 19. •.
2 Chron. 15. •.,2 Chronicles 15,['2 Chronicles 15.•'],2 Chron. 15. •.
Heb. 5. •.,Hebrews 5,['Hebrews 5.•'],Heb. 5. •.
Luc. 3.8.; 1. Thess 1. •.,Luke 3.8; 1 Thessalonians 1,['1 Thessalonians 1.•'],Luc. 3.8. 1. Thess 1. •.
Psal. 120. •.,Psalms 120,['Psalms 120.•'],Psal. 120. •.
Psal. 40. •.,Psalms 40,['Psalms 40.•'],Psal. 40. •.
2. Sam. 7. 1•.,2 Samuel 7,['2 Samuel 7.1•'],2. Sam. 7. 1•.
Gen 14. 1•.,Genesis 14,['Genesis 14.1•'],Gen 14. 1•.
Gen 48. 2•.,Genesis 48,['Genesis 48.2•'],Gen 48. 2•.
Iud 7. •.,Jude 7,['Jude 7.•'],Iud 7. •.
Iob 12.7.; Matt 6. 2•.,Job 12.7; Matthew 6,['Matthew 6.2•'],Iob 12.7. Matt 6. 2•.
1. Pet. 4. 1•.,1 Peter 4,['1 Peter 4.1•'],1. Pet. 4. 1•.
"IOEL CAP. II. VER. XII, XIII.",Joel 13,['Joel xii'],"A SERMON PREACHED BEFORE KING JAMES AT WHITE-HALL, On the X. of February, A.D. MDCXIX. being ASHWEDNESDAY. IOEL CAP. II. VER. XII, XIII."
Ier. 4 •.,Jeremiah 4,['Jeremiah 4 •'],"2. To Me, that is GOD. Ier. 4 •."
Iob. 42. •.,Job 42,['Job 42.•'],Iob. 42. •.
1. Cor. 11. 1•,1 Corinthians 11,['1 Corinthians 11.1•'],1. Cor. 11. 1•
Ose. 8. 1•.,Hosea 8,['Hosea 8.1•'],Ose. 8. 1•.
Ier 13. 2•.,Jeremiah 13,['Jeremiah 13.2•'],Ier 13. 2•.
Luc. 13. •. 5.,Luke 13,['Luke 13.•.5'],Luc. 13. •. 5.
Psal. 1. •.,Psalms 1,['Psalms 1.•'],Psal. 1. •.
Esa. 5.2.; Ierem. 24. •.,Isaiah 5.2; Jeremiah 24,['Jeremiah 24.•'],Esa. 5.2. Ierem. 24. •.
Levit 5. 1•.,Leviticus 5,['Leviticus 5.1•'],Levit 5. 1•.
Exo. 12. 1•.,Exodus 12,['Exodus 12.1•'],Exo. 12. 1•.
1. Sam. 13. 1•; Psal. 21.4.; Psal 132 18.; Psal. 89 29.,1 Samuel 13; Psalms 21.4; Psalms 132.18; Psalms 89.29,['1 Samuel 13.1•'],1. Sam. 13. 1• Psal. 21.4. Psal 132 18. Psal. 89 29.
Exod. 32.22.; Psal. 68. 3•.; Exod. 32.9.33 3.,Exodus 32.22; Psalms 68; Exodus 32.9,['Psalms 68.3•'],Exod. 32.22. Psal. 68. 3•. Exod. 32.9.33 3.
Esai. 42. 2•.,Isaiah 42,['Isaiah 42.2•'],Esai. 42. 2•.
Ioh. 6.48.51.; 1 Cor. 10.4.; Exod 17 8.; Ephes. 6. 1•.,John 6.48; John 6.51; 1 Corinthians 10.4; Exodus 17.8; Ephesians 6,['Ephesians 6.1•'],Ioh. 6.48.51. 1 Cor. 10.4. Exod 17 8. Ephes. 6. 1•.
Ioh. 12. •.,John 12,['John 12.•'],Ioh. 12. •.
Ester. 3 •.,Esther 3,['Esther 3 •'],Ester. 3 •.
Matt 24 5•.,Matthew 24,['Matthew 24 5•'],Matt 24 5•.
1. Chron. 17. •.,1 Chronicles 17,['1 Chronicles 17.•'],1. Chron. 17. •.
2. Sam. 16. •.,2 Samuel 16,['2 Samuel 16.•'],2. Sam. 16. •.
Rom. 11. 2•.,Romans 11,['Romans 11.2•'],Rom. 11. 2•.
Psal. 19. 1•. 119.72.; Pro. 20.15.,Psalms 19; Proverbs 20.15,['Psalms 19.1•.119.72'],Psal. 19. 1•. 119.72. Pro. 20.15.
Luc 12. 5•.,Luke 12,['Luke 12.5•'],Luc 12. 5•.
Act 8. 3•,Acts 8,['Acts 8.3•'],Act 8. 3•
1. Cor. 2. •.,1 Corinthians 2,['1 Corinthians 2.•'],1. Cor. 2. •.
Luc. 22. 6•.,Luke 22,['Luke 22.6•'],Luc. 22. 6•.
Matt. 2. 1•.; Psal. 22.1.; Matt. 27.46.,Matthew 2; Psalms 22.1; Matthew 27.46,['Matthew 2.1•'],Matt. 2. 1•. Psal. 22.1. Matt. 27.46.
Exod. 12. 1•.,Exodus 12,['Exodus 12.1•'],Exod. 12. 1•.
Mar. 10 3•.,Mark 10,['Mark 10 3•'],Mar. 10 3•.
Ioh. 12 3•,John 12,['John 12 3•'],Ioh. 12 3•
Mar. 16. •.,Mark 16,['Mark 16.•'],1 Mar. 16. •.
Luc. 24. 1•.,Luke 24,['Luke 24.1•'],• Luc. 24. 1•.
Rom. 10. 1•.,Romans 10,['Romans 10.1•'],Rom. 10. 1•.
Psal 119. 16•.,Psalms 119,['Psalms 119.16•'],Psal 119. 16•.
Heb. 13. •.,Hebrews 13,['Hebrews 13.•'],Heb. 13. •.
Deut. 4. •.,Deuteronomy 4,['Deuteronomy 4.•'],Deut. 4. •.
Iud. 9. 1•.,Jude 9,['Jude 9.1•'],Iud. 9. 1•.
Act. 24. 2•.,Acts 24,['Acts 24.2•'],Act. 24. 2•.
1. Cor. 6. 1•.,1 Corinthians 6,['1 Corinthians 6.1•'],1. Cor. 6. 1•.
Ioh. 19.34.; Mat. 7. 6•.,John 19.34; Matthew 7,['Matthew 7.6•'],Ioh. 19.34. Mat. 7. 6•.
Rev. 14. 13•.; Psal. 116.15.,Revelation 14; Psalms 116.15,['Revelation 14.13•'],Rev. 14. 13•. Psal. 116.15.
Luc. 24. 3•.35.,Luke 24,['Luke 24.3•.35'],Luc. 24. 3•.35.
Mat. 28. •.; Luke 7.47.,Matthew 28; Luke 7.47,['Matthew 28.•'],Mat. 28. •. Luke 7.47.
Ezek. 37. •. 8.9.,Ezekiel 37,['Ezekiel 37.•.8.9'],Ezek. 37. •. 8.9.
1 Cor. 13. 1•.,1 Corinthians 13,['1 Corinthians 13.1•'],1 Cor. 13. 1•.
Rom. 10. 1•.,Romans 10,['Romans 10.1•'],Rom. 10. 1•.
Psal. 119. 4•.,Psalms 119,['Psalms 119.4•'],Psal. 119. 4•.
1. Cor. 12. •. 1.; 1. Ioh. 4.2.,1 Corinthians 12; 1 John 4.2,['1 Corinthians 12.•.1'],1. Cor. 12. •. 1. Ioh. 4.2.
Act. 4. 3•.,Acts 4,['Acts 4.3•'],Act. 4. 3•.
Heb. 5. 1•.,Hebrews 5,['Hebrews 5.1•'],Heb. 5. 1•.
1. Tim. 5. 1•.,1 Timothy 5,['1 Timothy 5.1•'],1. Tim. 5. 1•.
Psal. 119. 1••.; Zac. 12. 1•.,Psalms 119; Zechariah 12,['Psalms 119.1••']; ['Zechariah 12.1•'],• Prayer. Psal. 119. 1••. Zac. 12. 1•.
Act. 20. 2•.,Acts 20,['Acts 20.2•'],Act. 20. 2•.
Psal. 27. 1•.,Psalms 27,['Psalms 27.1•'],Psal. 27. 1•.
Psal. 47. •.,Psalms 47,['Psalms 47.•'],II. The 〈 ◊ 〉 of His ascending. In Iubilee Psal. 47. •.
Luk. 11. 2•.,Luke 11,['Luke 11.2•'],Luk. 11. 2•.
Ephes. 1. 2•.23.,Ephesians 1,['Ephesians 1.2•.23'],Ephes. 1. 2•.23.
Esa. 57. 1•.,Isaiah 57,['Isaiah 57.1•'],Esa. 57. 1•. ••. •.
Cant. 2.10.14.5.3.6.1.; Mat. 16. 1•.,Canticles 2.10; Canticles 2.14; Canticles 2.5; Canticles 2.3; Canticles 2.6; Canticles 2.1; Matthew 16,['Matthew 16.1•'],"Ch•ist'• Church, a Dove Cant. 2.10.14.5.3.6.1. Mat. 16. 1•."
Ephes. 3. •,Ephesians 3,['Ephesians 3.•'],Rom. 1• • ▪ Ephes. 3. • ▪
Rom. VII. ◊,Romans 7,['Romans 7 ◊'],"•. There is Captivitie there, wherein men are held in slaverie under sinne and 〈 … 〉 than that we now spake of. Saint Paul knew it: speakes of it, Rom. VII. 〈 ◊ 〉 he hath so, crieth out, Wretched man that I am, who shall rid me of it !"
Esay 46. •.,Isaiah 46,['Isaiah 46.•'],Esay 46. •.
Mat. 17. •.,Matthew 17,['Matthew 17.•'],Mat. 17. •.
Psal. 116. 1•.,Psalms 116,['Psalms 116.1•'],Psal. 116. 1•.
Pro. 14.22.; Levit. 5. 1•.; 1. Cor. 1.30.,Proverbs 14.22; Leviticus 5; 1 Corinthians 1.30,['Leviticus 5.1•'],Pro. 14.22. Levit. 5. 1•. 1. Cor. 1.30.
Rom. 11. 2•.,Romans 11,['Romans 11.2•'],Rom. 11. 2•.
Act. 18. 1•.; Mat. 26.,Acts 18; Matthew 26,['Acts 18.1•'],Act. 18. 1•. Mat. 26.
Act 8. 2•.,Acts 8,['Acts 8.2•'],Act 8. 2•.
1. Cor. 10. 1•.,1 Corinthians 10,['1 Corinthians 10.1•'],1. Cor. 10. 1•.
Ioh 4. 1•.,John 4,['John 4.1•'],Ioh· 4. 1•.
Eph 2. •.,Ephesians 2,['Ephesians 2.•'],Eph 2. •.
Iohn 3. •.,John 3,['John 3.•'],Iohn 3. •.
Rom. 13. •.; Act. 13.36.,Romans 13; Acts 13.36,['Romans 13.•'],Rom. 13. •. Act. 13.36.
2 Cor. 11. 9•,2 Corinthians 11,['2 Corinthians 11.9•'],2 Cor. 11. 9•
1. Reg. 2. 2•.,1 Kings 2,['1 Kings 2.2•'],1. Reg. 2. 2•.
Num. 16. •.,Numbers 16,['Numbers 16.•'],Num. 16. •.
Ioh 15.25.; Psal. 109. •.,John 15.25; Psalms 109,['Psalms 109.•'],What wickednesse it is. Ioh 15.25. Psal. 109. •.
Psal. 44 6.; 2. Sam. 24. 1•.,Psalms 44.6; 2 Samuel 24,['2 Samuel 24.1•'],〈 … 〉 • Psal. 44 6. 2. Sam. 24. 1•.
Esai 62. •.,Isaiah 62,['Isaiah 62.•'],Esai 62. •.
Eccles. 10. 2•,Ecclesiastes 10,['Ecclesiastes 10.2•'],Eccles. 10. 2•
Luke 22. •.,Luke 22,['Luke 22.•'],Luke 22. •.
PSAL. CXXVI. ◊,Psalms 126,['Psalms 126 ◊'],"A ERMON PREACHED FORE THE KING'S MAIESTIE AT WHITE-HALL, ON THE V. of NOVEMBER, Anno Domini, MDCVII. PSAL. CXXVI. 〈 ◊ 〉 convertendo DOMINVS captivitatem SION, &c."
Gen. 28 1•.; Dan. 4.5.,Genesis 28; Daniel 4.5,['Genesis 28 1•'],A pleasant Dreame Gen. 28 1•. Dan. 4.5.
Eccl 3. •.; Deut. 33.2.,Ecclesiastes 3; Deuteronomy 33.2,['Ecclesiastes 3.•'],Eccl 3. •. Deut. 33.2.
Luc. 1. 7•.,Luke 1,['Luke 1.7•'],Luc. 1. 7•.
Ier. 1. •.,Jeremiah 1,['Jeremiah 1.•'],Ier. 1. •.
1 Sam. 10. 2•.; Luk. 19.4.,1 Samuel 10; Luke 19.4,['1 Samuel 10.2•'],1 Sam. 10. 2•. Luk. 19.4.
Rom. 9 •.,Romans 9,['Romans 9 •'],Rom. 9 •.
Psal. 71. 2•.,Psalms 71,['Psalms 71.2•'],Psal. 71. 2•.
Acts 26. 1•.,Acts 26,['Acts 26.1•'],Acts 26. 1•.
1. Sam 3. •.,1 Samuel 3,['1 Samuel 3.•'],1. Sam 3. •.
1. Reg. 22. •.,1 Kings 22,['1 Kings 22.•'],1. Reg. 22. •.
Acts 8. 1•.,Acts 8,['Acts 8.1•'],Acts 8. 1•.
Ier. 49 3•.,Jeremiah 49,['Jeremiah 49 3•'],Ier. 49 3•.
2. Cor. 5. 1•.,2 Corinthians 5,['2 Corinthians 5.1•'],2. Cor. 5. 1•.
2 Cor 2.7.; Num. 12.14.; Apoc. 3 •.,2 Corinthians 2.7; Numbers 12.14; Revelation 3,['Revelation 3 •'],2 Cor 2.7. Num. 12.14. Apoc. 3 •.
1 Iohn. 3. •.,1 John 3,['1 John 3.•'],1 Iohn. 3. •.
Luc. 3.13.; 1. Sam. 17.25.; Ezra 7. 2•.; Ezra. 10.8.,Luke 3.13; 1 Samuel 17.25; Ezra 7; Ezra 10.8,['Ezra 7.2•'],"These are Quae Caesaris; and not one of these but hath his ground in the Word of GOD. The Custome, Luc. 3.13. The Taxe, 1. Sam. 17.25. The Fines, Ezra 7. 2•. The Confiscation, Ezra. 10.8."
Revel. 3. 1•.,Revelation 3,['Revelation 3.1•'],Revel. 3. 1•.
1. King. 15. 2•,1 Kings 15,['1 Kings 15.2•'],1. King. 15. 2•
Luke 10. 4•.,Luke 10,['Luke 10.4•'],Luke 10. 4•.
Esai. 63. •.,Isaiah 63,['Isaiah 63.•'],Esai. 63. •. But in a more speciall man••r.
Act 2. •.,Acts 2,['Acts 2.•'],Act 2. •.
"PSAL. CVI. VER. XXIX, XXX.",Psalms 30,['Psalms xxix'],"A SERMON PREACHED AT CHISVVICK IN the time of Pestilence, Aug. XXI. A. D. MDCIII. PSAL. CVI. VER. XXIX, XXX."
Galath. 4. •,Galatians 4,['Galatians 4.•'],Galath. 4. •
"1. Chro. 21.5.; 2 Chro. 1.8.7, •, 9.; 2. Chron. 17.13, &c.; 2. Chr. 14 8.; 2. Chron. 26.11, 12, 13, 14.",1 Chronicles 21.5; 2 Chronicles 1.8; 2 Chronicles 1.7; 2 Chronicles 1.9; 2 Chronicles 17.13; 2 Chronicles 17.; 2 Chronicles 14.8; 2 Chronicles 26.11; 2 Chronicles 26.12; 2 Chronicles 26.13; 2 Chronicles 26.14,['2 Chronicles 1.•'],"1. Chro. 21.5. 2 Chro. 1.8.7, •, 9. 2. Chron. 17.13, &c. 2. Chr. 14 8. 2. Chron. 26.11, 12, 13, 14."
Psalm. 22.12.; Amos 4. 1•,Psalms 22.12; Amos 4,['Amos 4.1•'],Psalm. 22.12. Amos 4. 1•
2. Cor. 1. 2•.,2 Corinthians 1,['2 Corinthians 1.2•'],2. Cor. 1. 2•.
Mat. 26. ◊,Matthew 26,['Matthew 26.◊'],"Tertu aduer. Marc. lib. 1. & 4. de anima, cap. 17. H••r in Mat. 26. 〈 ◊ 〉 de Sa••a• l b. •. c. 5 d••• q•i in•••ntur. cap. 9."
Heb. 5. •.,Hebrews 5,['Hebrews 5.•'],Heb. 5. •.
Luke 22. • 19.,Luke 22,['Luke 22.• 19'],Rh•m. Annot in Luke 22. • 19.
Iohn. 13. •,John 13,['John 13.•'],Iohn. 13. • …
Rev. 4 9•,Revelation 4,['Revelation 4 9•'],Rev. 4 9•
Esay 8. 2•.,Isaiah 8,['Isaiah 8.2•'],Esay 8. 2•.
Mat. 7. •.,Matthew 7,['Matthew 7.•'],Mat. 7. •.
Luke 18. •.,Luke 18,['Luke 18.•'],Luke 18. •.
Apoc. 22. 1•.,Revelation 22,['Revelation 22.1•'],Apoc. 22. 1•.
Eccles. 5. 1•,Ecclesiastes 5,['Ecclesiastes 5.1•'],Eccles. 5. 1•
Esa. 42.8. & 4 • 11.,Isaiah 42.8,['Isaiah 4 • 11'],Esa. 42.8. & 4 • 11.
1. Cor. 12. 1•.,1 Corinthians 12,['1 Corinthians 12.1•'],1. Cor. 12. 1•.
Phil 3. •.,Philippians 3,['Philippians 3.•'],Phil 3. •.
"2. Cor. 5, •.",2 Corinthians 5,['2 Corinthians •'],"2. Cor. 5, •."
1 Pet: 1. •.,1 Peter 1,['1 Peter 1.•'],1 Pet: 1. •.
Act. 20. 2•.,Acts 20,['Acts 20.2•'],Act. 20. 2•.
Mat. 13. 1•.,Matthew 13,['Matthew 13.1•'],Mat. 13. 1•.
Mat. 25. 2•.,Matthew 25,['Matthew 25.2•'],Mat. 25. 2•.
Prov. 17. 1•.,Proverbs 17,['Proverbs 17.1•'],Prov. 17. 1•.
2 Pet. 1. 1•.,2 Peter 1,['2 Peter 1.1•'],2 Pet. 1. 1•.
Psal. 65. 3•,Psalms 65,['Psalms 65.3•'],Psal. 65. 3•
Psal. 122. •.,Psalms 122,['Psalms 122.•'],Psal. 122. •.
Iudg. 6. 2• & 13.22.; Gen. 16.2.; Esay. 6.3.,Judges 13.22; Genesis 16.2; Isaiah 6.3,['Judges 6.2•'],Iudg. 6. 2• & 13.22. Gen. 16.2. Esay. 6.3.
Esay. 2.3.; Mic. 4. •.,Isaiah 2.3; Micah 4,['Micah 4.•'],Esay. 2.3. Mic. 4. •.
Math. 16.23.; Gal. 3. •.; Iob. 29.8.9.,Matthew 16.23; Galatians 3; Job 29.8; Job 29.9,['Galatians 3.•'],"as well as in strangers, in their friends; as well as in foes, in the higher as well as in the lower sort; Math. 16.23. Gal. 3. •. Iob. 29.8.9."
Ier. 17.5. & • 17.,Jeremiah 17.5,['Jeremiah • 17'],Ier. 17.5. & • 17.
